,author_name,short_id,institution,share_pct,location,repec_institution_id,author_url,matched_author,match_score,matched_index
17908,"Migali, Silvia",pmi791,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pmi791.html,li li,85.5,92750
17919,"Miglietta, Arianna",pmi869,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pmi869.html,li li,85.5,92750
17922,"Miglino, Enrico",pmi1079,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pmi1079.html,li li,85.5,92750
9720,"Gilliot, Magali",pgi331,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pgi331.html,li li,85.5,92750
9755,"Gindling, Thomas (Tim) H.",pgi97,Institute of Labor Economics (IZA),20%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pgi97.html,li li,85.5,92750
18017,"Martinez Flores, Fernanda",pma2361,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma2361.html,erna erna,85.5,44485
8738,"Fiorese, Giulia",pfi215,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pfi215.html,li li,85.5,92750
18051,"Martinez-Plumed, Fernando",pma2962,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pma2962.html,erna erna,85.5,44485
7518,"Dimova, Ralitza Dimova",pdi93,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pdi93.html,li li,85.5,92750
9492,"Giannelli, Gianna Claudia Claudia",pgi74,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pgi74.html,li li,85.5,92750
18130,"Milios, Leonidas",pmi1060,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pmi1060.html,li li,85.5,92750
8664,"Findeisen, Sebastian",pfi153,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),1%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pfi153.html,tian tian,85.5,131821
17484,"Marinelli, Giuseppe",pma2563,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pma2563.html,li li,85.5,92750
8665,"Findeisen, Sebastian",pfi153,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfi153.html,tian tian,85.5,131821
9001,"Fleisher, Belton M.",pfl31,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfl31.html,lei lei,85.5,123118
8906,"Frigo, Annalisa",pfr445,Banca d'Italia,50%,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pfr445.html,li li,85.5,92750
17566,"Metelli, Luca",pme706,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pme706.html,li li,85.5,92750
17239,"Moser, Christian",pmo1049,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pmo1049.html,tian tian,85.5,131821
17294,"Meoli, Luciana",pme954,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pme954.html,li li,85.5,92750
17390,"Margolis, David N.",pma385,Paris School of Economics,95%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pma385.html,li li,85.5,92750
17391,"Margolis, David N.",pma385,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma385.html,li li,85.5,92750
17289,"Mosquera Yon, Tatiana",pmo1296,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pmo1296.html,tian tian,85.5,131821
17287,"Menz, Jan-Oliver",pme307,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pme307.html,li li,85.5,92750
9236,"Furtado, Delia",pfu51,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfu51.html,li li,85.5,92750
9244,"Fernandez Guerrico, Sofia",pfe594,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pfe594.html,erna erna,85.5,44485
17432,"Marie, Olivier",pma1023,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pma1023.html,li li,85.5,92750
17434,"Marie, Olivier",pma1023,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma1023.html,li li,85.5,92750
17284,"Menyhert, Balint",pme736,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pme736.html,li li,85.5,92750
17003,"Mankart, Jochen",pma1649,Deutsche Bundesbank,90%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pma1649.html,chen chen,85.5,53644
22176,"Rammer, Christian",pra457,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pra457.html,tian tian,85.5,131821
9043,"Felli, Leonardo",pfe85,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pfe85.html,li li,85.5,92750
9268,"Fernandez-Macias, Enrique",pfe504,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pfe504.html,erna erna,85.5,44485
9029,"Flisi, Sara",pfl121,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/e/pfl121.html,li li,85.5,92750
9007,"Froute, Philippe",pfr154,Banque de France,50%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pfr154.html,li li,85.5,92750
18317,"Mingarelli, Luca",pmi1001,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pmi1001.html,li li,85.5,92750
17782,"Michallet, Benjamin",pmi1019,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pmi1019.html,min min,85.5,88826
17788,"Marsilli, Clement",pma1639,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pma1639.html,li li,85.5,92750
18073,"Martinez-Santos, Fernando",pma1880,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pma1880.html,erna erna,85.5,44485
9775,"Gambacorta, Romina",pga695,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pga695.html,min min,85.5,88826
8678,"Finicelli, Andrea",pfi150,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pfi150.html,li li,85.5,92750
9776,"Giolito, Eugenio Pedro",pgi27,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pgi27.html,li li,85.5,92750
17333,"Marek, Philipp",pma1328,Deutsche Bundesbank,95%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pma1328.html,li li,85.5,92750
8913,"FitzRoy, Felix",pfi318,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pfi318.html,li li,85.5,92750
15543,"Lazarou, Nicholas Joseph",pla1049,Joint Research Centre European Commission,99%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pla1049.html,lazarou nicholas joseph,85.1063829787234,120445
21168,"Piersanti, Fabio Massimo",ppi548,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/ppi548.html,piersanti fabio massimo,85.1063829787234,106090
6501,"Darracq Paries, Matthieu",pda251,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pda251.html,darracq paries matthieu,85.1063829787234,115111
18079,"Martinez Turegano, David",pma2495,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pma2495.html,martinez turegano david,85.1063829787234,35644
8249,"Ferrari Minesso, Massimo",pmi878,European Central Bank,90%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pmi878.html,ferrari minesso massimo,85.1063829787234,107293
5764,"Cintolesi, Andrea",pci194,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pci194.html,cintolesi andrea,84.84848484848484,60444
4610,"Cappariello, Rita",pca1005,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pca1005.html,cappariello rita,84.84848484848484,135693
7471,"Dimico, Arcangelo",pdi287,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pdi287.html,dimico arcangelo,84.84848484848484,135038
18653,"Neumeier, Florian",pne193,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pne193.html,neumeier florian,84.84848484848484,110051
18654,"Neumeier, Florian",pne193,CESifo,50%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pne193.html,neumeier florian,84.84848484848484,110051
22871,"Reghezza, Alessio",pre556,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pre556.html,reghezza alessio,84.84848484848484,111183
24792,"Scharf, Kimberley",psc258,CESifo,33%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/psc258.html,scharf kimberley,84.84848484848484,132260
19898,"Pluyaud, Bertrand",ppl77,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/ppl77.html,pluyaud bertrand,84.84848484848484,73715
22438,"Ritschl, Albrecht",pri57,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pri57.html,ritschl albrecht,84.84848484848484,31257
19732,"Pellegrino, Bruno",ppe860,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/ppe860.html,pellegrino bruno,84.84848484848484,114890
23598,"Sevilla, Almudena",pse150,Institute of Labor Economics (IZA),12%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pse150.html,sevilla almudena,84.84848484848484,32459
7897,"Esposito, Lorenzo",pes184,Banca d'Italia,80%,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pes184.html,esposito lorenzo,84.84848484848484,42983
6611,"Dasgupta, Utteeyo",pda120,Institute of Labor Economics (IZA),15%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pda120.html,dasgupta utteeyo,84.84848484848484,31064
7987,"Eickmeier, Sandra",pei21,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pei21.html,eickmeier sandra,84.84848484848484,71345
22663,"Ruhm, Christopher",pru7,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pru7.html,ruhm christopher,84.84848484848484,32082
13868,"Kleemann, Michael",pkl81,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pkl81.html,kleemann michael,84.84848484848484,91779
3742,"Behncke, Stefanie",pbe332,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbe332.html,behncke stefanie,84.84848484848484,82484
24386,"Stichnoth, Holger",pst308,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),99%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pst308.html,stichnoth holger,84.84848484848484,134354
5748,"Cingano, Federico",pci20,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pci20.html,cingano federico,84.84848484848484,115450
14149,"Kocharkov, Georgi",pko398,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pko398.html,kocharkov georgi,84.84848484848484,35796
2913,"Binzel, Christine",pbi79,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbi79.html,binzel christine,84.84848484848484,68561
25632,"Smagghue, Gabriel",psm235,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/psm235.html,smagghue gabriel,84.84848484848484,113346
11410,"Heisig, Katharina",phe628,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,70%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/phe628.html,heisig katharina,84.84848484848484,149559
10819,"Gensowski, Miriam",pge363,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pge363.html,gensowski miriam,84.84848484848484,150203
28382,"Woessmann, Ludger",pwo29,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,90%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pwo29.html,woessmann ludger,84.84848484848484,134995
11518,"Haltiwanger, John",pha231,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pha231.html,haltiwanger john,84.84848484848484,105246
28384,"Woessmann, Ludger",pwo29,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pwo29.html,woessmann ludger,84.84848484848484,134995
25550,"Slavcheva, Milena",psl92,Joint Research Centre European Commission,50%,"Bruxelles/Brussel, Belgium",edi:kmpecbe,https://ideas.repec.org/e/psl92.html,slavcheva milena,84.84848484848484,134467
5719,"Cigno, Alessandro",pci11,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pci11.html,cigno alessandro,84.84848484848484,130001
28385,"Woessmann, Ludger",pwo29,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pwo29.html,woessmann ludger,84.84848484848484,134995
8091,"Ercolani, Valerio",per151,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/per151.html,ercolani valerio,84.84848484848484,87113
22794,"Rupprecht, Manuel",pru117,Deutsche Bundesbank,10%,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pru117.html,rupprecht manuel,84.84848484848484,71202
24647,"Stratmann, Thomas",pst44,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,3%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pst44.html,stratmann thomas,84.84848484848484,112240
5070,"Coudert, Virginie",pco112,Banque de France,80%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pco112.html,coudert virginie,84.84848484848484,68163
22223,"Roth, Christopher",pro1226,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pro1226.html,roth christopher,84.84848484848484,43203
22565,"Rault, Christophe",pra49,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pra49.html,rault christophe,84.84848484848484,117508
4189,"Colagrossi, Marco",pco1031,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pco1031.html,colagrossi marco,84.84848484848484,35620
6581,"Das, Tirthatanmoy",pda852,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pda852.html,das tirthatanmoy,84.84848484848484,147951
22564,"Rault, Christophe",pra49,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pra49.html,rault christophe,84.84848484848484,117508
22095,"Rossi, Alessandro",pro121,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pro121.html,rossi alessandro,84.84848484848484,15267
24197,"Shigeoka, Hitoshi",psh553,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/psh553.html,shigeoka hitoshi,84.84848484848484,129408
24063,"Santoni, Gianluca",psa1211,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/psa1211.html,santoni gianluca,84.84848484848484,109194
6359,"Daniele, Federica",pda693,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pda693.html,daniele federica,84.84848484848484,135675
8232,"Ferrari, Emanuele",pfe224,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pfe224.html,ferrari emanuele,84.84848484848484,116665
23105,"Seghini, Caterina",pse790,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pse790.html,seghini caterina,84.84848484848484,117240
22867,"Reggiani, Tommaso",pre92,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pre92.html,reggiani tommaso,84.84848484848484,42671
23347,"Sondermann, David",pso343,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pso343.html,sondermann david,84.84848484848484,86846
22309,"Rottner, Matthias",pro1259,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pro1259.html,rottner matthias,84.84848484848484,108323
19299,"Osterloh, Steffen",pos60,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pos60.html,osterloh steffen,84.84848484848484,108429
4786,"Corradin, Stefano",pco709,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pco709.html,corradin stefano,84.84848484848484,115645
6818,"Devulder, Antoine",pde1007,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pde1007.html,devulder antoine,84.84848484848484,80954
7840,"Edwards, Lawrence",ped24,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ped24.html,edwards lawrence,84.84848484848484,108684
23651,"Salvatori, Andrea",psa769,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/psa769.html,salvatori andrea,84.84848484848484,114646
22058,"Ricciuti, Roberto",pri85,CESifo,2%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pri85.html,ricciuti roberto,84.84848484848484,45419
24648,"Stratmann, Thomas",pst44,CESifo,2%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pst44.html,stratmann thomas,84.84848484848484,112240
5482,"Cruces, Guillermo",pcr20,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pcr20.html,cruces guillermo,84.84848484848484,116930
8328,"Ferreira, Valeria",pfe583,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pfe583.html,ferreira valeria,84.84848484848484,112862
23506,"Servant, Francois",pse449,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pse449.html,servant francois,84.84848484848484,87015
3033,"Brunello, Giorgio",pbr203,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbr203.html,brunello giorgio,84.84848484848484,111339
25185,"Schneider, Hilmar",psc83,Institute of Labor Economics (IZA),93%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psc83.html,schneider hilmar,84.84848484848484,112073
11570,"Henrekson, Magnus",phe60,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/phe60.html,henrekson magnus,84.84848484848484,32694
8926,"Flaccadoro, Marco",pfl168,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pfl168.html,flaccadoro marco,84.84848484848484,117955
25204,"Schneider, Ondrej",psc218,CESifo,20%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/psc218.html,schneider ondrej,84.84848484848484,119693
471,"Arkolakis, Costas",par274,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/par274.html,arkolakis costas,84.84848484848484,109017
11961,"Hijzen, Alexander",phi32,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/phi32.html,hijzen alexander,84.84848484848484,114575
12227,"Immervoll, Herwig",pim7,Institute of Labor Economics (IZA),25%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pim7.html,immervoll herwig,84.84848484848484,111294
11946,"Huebener, Mathias",phu365,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/phu365.html,huebener mathias,84.84848484848484,45831
13147,"Kaldorf, Matthias",pka1463,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pka1463.html,kaldorf matthias,84.84848484848484,71605
25093,"Schmidheiny, Kurt",psc52,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/psc52.html,schmidheiny kurt,84.84848484848484,32452
28533,"Werner, Katharina",pwe377,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pwe377.html,werner katharina,84.84848484848484,118193
